SUNK_ID,SUNK_MONTH_NAME,SUNK_DAY_OF_MONTH,SUNK_YEAR,SUNK_MONTH_NUMBER,SUNK_MONTH_YEAR,SUNK_DAY_OF_WEEK_NUMBER,SUNK_DATE_OF_WEEK_NAME,SUNK_DATE,SUNK_NAME_OF_VESSEL,SUNK_TYPE_VESSEL,SUNK_STANDARD_TONNAGE,SUNK_LOCATION,AGENT_NATION,AGENT_TYPES,SUNK_TYPE,SUNK_VESSEL_TYPE,AGENT_GENERAL_TYPE,SUNK_LOCATION_LAT,SUNK_LOCATION_LONG,SUNK_DISTANCE_FROM_TOKYO,SUNK_FULL_LAT,SUNK_FULL_LONG,lat_side,long_side
817,January,20,1943,1,1943-01-01,2,Monday,1943-01-20,SOMEDONO MARU,Passenger-Cargo,"5,154","3-52N, 153-56E",United States,Submarine,Sunk,Maritime,Submarine,3.52,153.56,3850.719588,3-52N,153-56E,1,1
818,January,20,1943,1,1943-01-01,2,Monday,1943-01-20,SURABAYA MARU,Cargo,"4,391","3-52N, 153-56E",United States,Submarine,Sunk,Maritime,Submarine,3.52,153.56,3850.719588,3-52N,153-56E,1,1
819,January,20,1943,1,1943-01-01,2,Monday,1943-01-20,MEIU MARU,Cargo,"8,230","3-52N, 153-56E",United States,Submarine,Sunk,Maritime,Submarine,3.52,153.56,3850.719588,3-52N,153-56E,1,1
820,January,21,1943,1,1943-01-01,2,Monday,1943-01-21,KENKON MARU,Transport,"4,575","6-12S, 155-51S",United States,Submarine,Sunk,Maritime,Submarine,-6.12,-155.51,8188.597878,6-12S,155-51S,-1,-1
821,January,21,1943,1,1943-01-01,2,Monday,1943-01-21,UNKNOWN MARU,Cargo,"2,934","11-25N, 109-22E",United States,Submarine,Sunk,Maritime,Submarine,11.25,109.22,4095.671165,11-25N,109-22E,1,1
822,January,22,1943,1,1943-01-01,2,Monday,1943-01-22,TETSUZAN MARU,Cargo,"1,922","4-15S, 152-10E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-4.15,152.1,4615.031652,4-15S,152-10E,-1,1
823,January,22,1943,1,1943-01-01,2,Monday,1943-01-22,UNKNOWN MARU,Cargo,"4,000","3-55S, 152-07E",United States,Submarine,Sunk,Maritime,Submarine,-3.55,152.07,4549.812272,3-55S,152-07E,-1,1
824,January,22,1943,1,1943-01-01,2,Monday,1943-01-22,HASSHU MARU,Passenger-Cargo,"1,873","5-40S, 120-35E",United States,Submarine,Sunk,Maritime,Submarine,-5.4,120.35,4995.264624,5-40S,120-35E,-1,1
825,January,23,1943,1,1943-01-01,2,Monday,1943-01-23,HAKAZE,Destroyer,"1,300","2-47S, 150-38E",United States,Submarine,Sunk,Naval,Submarine,-2.47,150.38,4386.367165,2-47S,150-38E,-1,1
826,January,26,1943,1,1943-01-01,2,Monday,1943-01-26,USHIO MARU,Cargo,749,"13-26N, 121-16E",United States,Submarine,Sunk,Maritime,Submarine,13.26,121.16,3107.811634,13-26N,121-16E,1,1
827,January,26,1943,1,1943-01-01,2,Monday,1943-01-26,TOKAI MARU,Passenger-Cargo,"8,358","13-27N, 144-37E",United States,Submarine,Sunk,Maritime,Submarine,13.27,144.37,2536.65202,13-27N,144-37E,1,1
828,January,26,1943,1,1943-01-01,2,Monday,1943-01-26,UNKNOWN MARU,Cargo,"4,000","2-37N, 139-42E",United States,Submarine,Sunk,Maritime,Submarine,2.37,139.42,3705.116326,2-37N,139-42E,1,1
829,January,26,1943,1,1943-01-01,2,Monday,1943-01-26,BUYO MARU,Transport,"5,447","1-55N, 139-14E",United States,Submarine,Sunk,Maritime,Submarine,1.55,139.14,3796.616207,1-55N,139-14E,1,1
830,January,26,1943,1,1943-01-01,2,Monday,1943-01-26,FUKUEI MARU NO 2,Cargo,"1,901","1-55N, 139-14E",United States,Submarine,Sunk,Maritime,Submarine,1.55,139.14,3796.616207,1-55N,139-14E,1,1
831,January,27,1943,1,1943-01-01,2,Monday,1943-01-27,SHOAN MARU,Passenger-Cargo,"5,624","14-15N, 153-43E",United States,Submarine,Sunk,Maritime,Submarine,14.15,153.43,2759.950314,14-15N,153-43E,1,1
832,January,29,1943,1,1943-01-01,2,Monday,1943-01-29,I 1,Submarine,1.995,"9-13S, 159-37E",New Zealand,Surface Craft,Sunk,Naval,Surface Craft,-9.13,159.37,5394.102215,9-13S,159-37E,-1,1
833,January,29,1943,1,1943-01-01,2,Monday,1943-01-29,NICHIUN MARU,Cargo,"2,723","6-21S, 156-04E",United States,Submarine,Sunk,Maritime,Submarine,-6.21,156.04,4962.614597,6-21S,156-04E,-1,1
834,January,31,1943,1,1943-01-01,2,Monday,1943-01-31,TOA MARU NO 2,Cargo,"6,732","7-50S, 156-50E",United States,Marine Land- Based Aircraft,Sunk,Maritime,Aircraft,-7.5,156.5,5114.774878,7-50S,156-50E,-1,1
835,January,1,1943,1,1943-01-01,2,Monday,1943-01-01,RENZAN MARU,Cargo,"4,999","39-11N, 141-44E",United States,Submarine,Sunk,Maritime,Submarine,39.11,141.44,410.4805538,39-11N,141-44E,1,1
836,June,2,1944,6,1944-06-01,4,Wednesday,1944-06-02,AWAJI,Frigate,900,"22-34N, 121-51E",United States,Submarine,Sunk,Naval,Submarine,22.34,121.51,2301.133893,22-34N,121-51E,1,1
837,October,2,1944,10,1944-10-01,4,Wednesday,1944-10-02,I 364,Submarine,"1,470","7-48N, 133-28E",United States,Surface Craft,Sunk,Naval,Surface Craft,7.48,133.28,3203.996847,7-48N,133-28E,1,1
838,February,2,1944,2,1944-02-01,4,Wednesday,1944-02-02,TOYO MARU NO 5,Cargo,"2,193","33-32N, 135-58E",United States,Submarine,Sunk,Maritime,Submarine,33.32,135.58,459.5837471,33-32N,135-58E,1,1
839,February,2,1944,2,1944-02-01,4,Wednesday,1944-02-02,TOYO MARU NO 8,Cargo,"2,191","33-32N, 135-58E",United States,Submarine,Sunk,Maritime,Submarine,33.32,135.58,459.5837471,33-32N,135-58E,1,1
840,March,2,1944,3,1944-03-01,4,Wednesday,1944-03-02,TENYO MARU NO 2,Cargo,657,"50-12N, 155-45E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,50.12,155.45,2045.977937,50-12N,155-45E,1,1
841,March,2,1944,3,1944-03-01,4,Wednesday,1944-03-02,SHINKYO MARU,Converted Gunboat,"2,672","6-25N, 148-31E",United States,Submarine,Sunk,Maritime,Submarine,6.25,148.31,3389.911864,6-25N,148-31E,1,1
842,May,2,1944,5,1944-05-01,4,Wednesday,1944-05-02,RYOYO MARU,Passenger-Cargo,"5,973","48-04N, 153-16E",United States,Submarine,Sunk,Maritime,Submarine,48.04,153.16,1763.803987,48-04N,153-16E,1,1
843,June,2,1944,6,1944-06-01,4,Wednesday,1944-06-02,CHIYO MARU,Cargo,"4,700","20-53N, 140-17E",United States,Submarine,Sunk,Maritime,Submarine,20.53,140.17,1686.36378,20-53N,140-17E,1,1
844,August,2,1944,8,1944-08-01,4,Wednesday,1944-08-02,KONEI MARU,Cargo,"1,922","33-57N, 136-20E",United States,Submarine,Sunk,Maritime,Submarine,33.57,136.2,396.858096,33-57N,136-20E,1,1
845,September,2,1944,9,1944-09-01,4,Wednesday,1944-09-02,MISAKI MARU NO 2,Cargo,769,"46-55N, 152-00E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,46.55,152,1584.075226,46-55N,152-00E,1,1
846,October,2,1944,10,1944-10-01,4,Wednesday,1944-10-02,HAVRE MARU,Passenger-Cargo,"5,467","6-03N, 120-59E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,6.03,120.59,3831.869965,6-03N,120-59E,1,1
847,October,2,1944,10,1944-10-01,4,Wednesday,1944-10-02,TSUYAMA MARU,Passenger-Cargo,"6,962","21-00N, 121-46E",United States,Submarine,Sunk,Maritime,Submarine,21,121.46,2410.822648,21-00N,121-46E,1,1
848,October,2,1944,10,1944-10-01,4,Wednesday,1944-10-02,AZUCHISAN MARU,Cargo,"6,888","18-25N, 120-32E",United States,Submarine,Sunk,Maritime,Submarine,18.25,120.32,2717.968891,18-25N,120-32E,1,1
849,November,2,1944,11,1944-11-01,4,Wednesday,1944-11-02,HACHIJIN MARU,Cargo,"1,918","00-48N, 107-43E",Great Britain,Submarine,Sunk,Maritime,Submarine,0.48,107.43,5141.329147,00-48N,107-43E,1,1
850,November,2,1944,11,1944-11-01,4,Wednesday,1944-11-02,NOTO MARU,Cargo,"7,191","10-30N, 125-00E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,10.3,125,3189.392612,10-30N,125-00E,1,1
851,November,2,1944,11,1944-11-01,4,Wednesday,1944-11-02,ATLAS MARU,Passenger-Cargo,"7,347","20-20N, 121-30E",United States,Submarine,Sunk,Maritime,Submarine,20.2,121.3,2487.338753,20-20N,121-30E,1,1
852,November,2,1944,11,1944-11-01,4,Wednesday,1944-11-02,HAMBURG MARU,Passenger-Cargo,"5,271","20-20N, 121-30E",United States,Submarine,Sunk,Maritime,Submarine,20.2,121.3,2487.338753,20-20N,121-30E,1,1
853,November,2,1944,11,1944-11-01,4,Wednesday,1944-11-02,KURAMASAN MARU,Cargo,"1,995","4-30S, 118-20E",United States,Submarine,Sunk,Maritime,Submarine,-4.3,118.2,4978.97004,4-30S,118-20E,-1,1
854,December,2,1944,12,1944-12-01,4,Wednesday,1944-12-02,AKIGAWA MARU,Cargo,"6,859","30-51N, 128-45E",United States,Submarine,Sunk,Maritime,Submarine,30.51,128.45,1193.831895,30-51N,128-45E,1,1
855,December,2,1944,12,1944-12-01,4,Wednesday,1944-12-02,HAWAII MARU,Passenger-Cargo,"9,467","30-51N, 128-45E",United States,Submarine,Sunk,Maritime,Submarine,30.51,128.45,1193.831895,30-51N,128-45E,1,1
856,February,-,1944,2,1944-02-01,4,Wednesday,1944-02-01,I 40,Submarine,"2,212",Marshall Islands,Unknown,Unknown,Sunk,Naval,Unknown,NULL,NULL,NULL,NULL,NULL,-1,-1
857,March,3,1944,3,1944-03-01,4,Wednesday,1944-03-03,KARATSU,River Gunboat,560,"8-52N, 123-23E",United States,Submarine,Sunk,Naval,Submarine,8.52,123.23,3452.349699,8-52N,123-23E,1,1
858,November,3,1944,11,1944-11-01,4,Wednesday,1944-11-03,AKIKAZE,Destroyer,"1,300","16-48N, 117-17E",United States,Submarine,Sunk,Naval,Submarine,16.48,117.17,3086.435269,16-48N,117-17E,1,1
859,December,3,1944,12,1944-12-01,4,Wednesday,1944-12-03,KUWA,Destroyer,"1,000","10-50N, 124-35E",United States,Surface Craft,Sunk,Naval,Surface Craft,10.5,124.35,3200.513774,10-50N,124-35E,1,1
860,December,3,1944,12,1944-12-01,4,Wednesday,1944-12-03,COAST DEFENSE VESSEL NO 64,Frigate,800,"18-36N, 111-54E",United States,Submarine,Sunk,Naval,Submarine,18.36,111.54,3368.815643,18-36N,111-54E,1,1
861,February,3,1944,2,1944-02-01,4,Wednesday,1944-02-03,NICHIAI MARU,Cargo,"5,439","3-00S, 150-10E",United States,Army Aircraft Navy Land- Based Aircraft,Sunk,Maritime,Combination,-3,150.1,4436.434706,3-00S,150-10E,-1,1
862,February,3,1944,2,1944-02-01,4,Wednesday,1944-02-03,ARIAKE MARU,Cargo,"5,000","29-11N, 124-45E",United States,Submarine,Sunk,Maritime,Submarine,29.11,124.45,1604.393532,29-11N,124-45E,1,1
863,February,3,1944,2,1944-02-01,4,Wednesday,1944-02-03,GOYO MARU,Tanker,"8,496","29-11N, 124-45E",United States,Submarine,Sunk,Maritime,Submarine,29.11,124.45,1604.393532,29-11N,124-45E,1,1
864,March,3,1944,3,1944-03-01,4,Wednesday,1944-03-03,NITTAI MARU,Cargo,"6,484","3-17N, 123-55E",United States,Submarine,Sunk,Maritime,Submarine,3.17,123.55,3978.847177,3-17N,123-55E,1,1
865,March,3,1944,3,1944-03-01,4,Wednesday,1944-03-03,AKASHISAN MARU,Cargo,"4,541","45-52N, 149-16E",United States,Submarine,Sunk,Maritime,Submarine,45.52,149.16,1352.124681,45-52N,149-16E,1,1
866,April,3,1944,4,1944-04-01,4,Wednesday,1944-04-03,TOSEI MARU,Passenger-Cargo,"2,814","30-00N, 139-44E",United States,Submarine,Sunk,Maritime,Submarine,30,139.44,633.1287034,30-00N,139-44E,1,1
867,May,3,1944,5,1944-05-01,4,Wednesday,1944-05-03,AMAGI MARU,Passenger-Cargo,"3,165","11-00N, 92-00E",Great Britain,Submarine,Sunk,Maritime,Submarine,11,92,5516.360331,11-00N,92-00E,1,1
868,May,3,1944,5,1944-05-01,4,Wednesday,1944-05-03,SHINGU MARU,Cargo,"2,745","22-05N, 117-50E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,22.05,117.5,2629.279648,22-05N,117-50E,1,1
869,May,3,1944,5,1944-05-01,4,Wednesday,1944-05-03,KENAN MARU,Cargo,"3,129","15-29N, 145-42E",United States,Submarine,Sunk,Maritime,Submarine,15.29,145.42,2338.874088,15-29N,145-42E,1,1
870,May,3,1944,5,1944-05-01,4,Wednesday,1944-05-03,FUSHIMI MARU,Passenger-Cargo,"4,935","45-28N, 149-56E",United States,Submarine,Sunk,Maritime,Submarine,45.28,149.56,1352.024703,45-28N,149-56E,1,1
871,May,3,1944,5,1944-05-01,4,Wednesday,1944-05-03,TEISEN MARU,Cargo,"5,050","12-54N, 114-07E",United States,Submarine,Sunk,Maritime,Submarine,12.54,114.07,3635.833492,12-54N,114-07E,1,1
872,July,3,1944,7,1944-07-01,4,Wednesday,1944-07-03,NITTO MARU,Cargo,"2,186","19-28N, 115-41E",United States,Submarine,Sunk,Maritime,Submarine,19.28,115.41,2995.983467,19-28N,115-41E,1,1
873,July,3,1944,7,1944-07-01,4,Wednesday,1944-07-03,GYOYU MARU,Passenger-Cargo,"2,232","19-28N, 115-41E",United States,Submarine,Sunk,Maritime,Submarine,19.28,115.41,2995.983467,19-28N,115-41E,1,1
874,July,3,1944,7,1944-07-01,4,Wednesday,1944-07-03,KONSAN MARU,Passenger-Cargo,"2,733","32-24N, 128-46E",United States,Submarine,Sunk,Maritime,Submarine,32.24,128.46,1103.593854,32-24N,128-46E,1,1
875,July,3,1944,7,1944-07-01,4,Wednesday,1944-07-03,KAMO MARU,Passenger-Cargo,"7,954","32-24N, 128-46E",United States,Submarine,Sunk,Maritime,Submarine,32.24,128.46,1103.593854,32-24N,128-46E,1,1
876,July,3,1944,7,1944-07-01,4,Wednesday,1944-07-03,TAIRIN MARU,Cargo,"6,862","38-52N, 129-56E",United States,Submarine,Sunk,Maritime,Submarine,38.52,129.56,951.2263038,38-52N,129-56E,1,1
877,August,3,1944,8,1944-08-01,4,Wednesday,1944-08-03,SEIKO MARU,Converted Net Tender,708,"1-45S, 126-14E",United States,Submarine,Sunk,Maritime,Submarine,-1.45,126.14,4362.678046,1-45S,126-14E,-1,1
878,October,3,1944,10,1944-10-01,4,Wednesday,1944-10-03,NANSHIN MARU NO 14,Tanker,834,"6-54N, 122-04E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,6.54,122.04,3707.931885,6-54N,122-04E,1,1
879,November,3,1944,11,1944-11-01,4,Wednesday,1944-11-03,TAIMEI MARU,Cargo,"6,923","5-48N, 111-05E",United States,Submarine,Sunk,Maritime,Submarine,5.48,111.05,4455.472655,5-48N,111-05E,1,1
880,December,3,1944,12,1944-12-01,4,Wednesday,1944-12-03,NANSHIN MARU NO 18,Tanker,834,"5-55N, 116-12E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,5.55,116.12,4127.693947,5-55N,116-12E,1,1
881,December,3,1944,12,1944-12-01,4,Wednesday,1944-12-03,NANSHIN MARU NO 13,Tanker,834,"1-22S, 117-03E",United States,Navy Land-Based Aircraft,Sunk,Maritime,Aircraft,-1.22,117.03,4729.34476,1-22S,117-03E,-1,1
882,February,4,1944,2,1944-02-01,4,Wednesday,1944-02-04,I 21,Submarine,"2,212","6-48N, 168-08E",United States,Surface Craft,Sunk,Naval,Surface Craft,6.48,168.08,4350.401628,6-48N,168-08E,1,1
883,March,4,1944,3,1944-03-01,4,Wednesday,1944-03-04,SHIRAKAMI,Special Minelayer,720,"39-30N, 142-00E",Japan,Marine Casualty,Sunk,Naval,Marine Casualty,39.3,142,450.1386313,39-30N,142-00E,1,1
884,April,4,1944,4,1944-04-01,4,Wednesday,1944-04-04,I 169,Submarine,"1,785","7-25N, 151-50E",Japan,Marine Casualty,Sunk,Naval,Marine Casualty,7.25,151.5,3383.500634,7-25N,151-50E,1,1
885,June,4,1944,6,1944-06-01,4,Wednesday,1944-06-04,TRANSPORT NO 128,Tank Landing Ship,"1,000","4-00N, 129-45E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,4,129.45,3677.293937,4-00N,129-45E,1,1
886,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,I 10,Submarine,"2,443","15-26N, 147-48E",United States,Surface Craft,Sank,Naval,Surface Craft,15.26,147.48,2400.21759,15-26N,147-48E,1,1
887,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,SUBMARINE CHASER NO 16,Submarine Chaser,300,"27-00N, 140-50E",United States,Navy Carrier-Based Aircraft,Sank,Naval,Aircraft,27,140.5,969.3276377,27-00N,140-50E,1,1
888,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,SARUSHIMA,Special Minelayer,443,"27-10N, 142-10E",United States,Navy Carrier-Based Aircraft,Sank,Naval,Aircraft,27.1,142.1,982.0654687,27-10N,142-10E,1,1
889,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,TRANSPORT NO 103,Tank Landing Ship,"1,000","27-05N, 142-09E",United States,Navy Carrier-Based Aircraft,Sank,Naval,Aircraft,27.05,142.09,987.2680355,27-05N,142-09E,1,1
890,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,TRANSPORT NO 130,Tank Landing Ship,"1,000","24-47N, 141-20E",United States,Navy Carrier-Based Aircraft,Sank,Naval,Aircraft,24.47,141.2,1255.983528,24-47N,141-20E,1,1
891,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,MATSU,Destroyer,900,"27-40N, 141-48E",United States,Surface Craft,Sunk,Naval,Surface Craft,27.4,141.48,937.2247804,27-40N,141-48E,1,1
892,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,TRANSPORT NO 4,High Speed Transport,"1,500","27-07N, 142-12E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,27.07,142.12,985.758786,27-07N,142-12E,1,1
893,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,TRANSPORT NO 133,Tank Landing Ship,"1,000","24-47N, 141-20E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,24.47,141.2,1255.983528,24-47N,141-20E,1,1
894,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,TRANSPORT NO 152,Tank Landing Ship,"1,000","24-47N, 141-20E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,24.47,141.2,1255.983528,24-47N,141-20E,1,1
895,October,4,1944,10,1944-10-01,4,Wednesday,1944-10-04,TRANSPORT NO 134,Tank Landing Ship,"1,000","24-47N, 141-20E",Japan,Marine Casualty,Sunk,Naval,Marine Casualty,24.47,141.2,1255.983528,24-47N,141-20E,1,1
896,November,4,1944,11,1944-11-01,4,Wednesday,1944-11-04,MINESWEEPER NO 5,Minesweeper,615,"3-14N, 99-50E",Great Britain,Submarine,Sunk,Naval,Submarine,3.14,99.5,5487.266945,3-14N,99-50E,1,1
897,December,4,1944,12,1944-12-01,4,Wednesday,1944-12-04,KISHINAMI,Destroyer,"2,100","13-12N, 116-37E",United States,Submarine,Sunk,Naval,Submarine,13.12,116.37,3426.859955,13-12N,116-37E,1,1
898,December,4,1944,12,1944-12-01,4,Wednesday,1944-12-04,IWANAMI,Destroyer,"2,100","13-12N, 116-37E",United States,Submarine,Sunk,Naval,Submarine,13.12,116.37,3426.859955,13-12N,116-37E,1,1
899,February,4,1944,2,1944-02-01,4,Wednesday,1944-02-04,GORYU MARU,Converted Water Carrier,"1,912","6-00N, 169-44E",United States,Navy Land-Based Aircraft,Sunk,Maritime,Aircraft,6,169.44,4485.198343,6-00N,169-44E,1,1
900,March,4,1944,3,1944-03-01,4,Wednesday,1944-03-04,ISEZAKI MARU,Cargo,875,"37-57N, 124-37E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,37.57,124.37,1381.362213,37-57N,124-37E,1,1
901,March,4,1944,3,1944-03-01,4,Wednesday,1944-03-04,KAYO MARU,Passenger-Cargo,"4,368","1-28S, 138-40E",United States,Submarine,Sunk,Maritime,Submarine,-1.28,138.4,4113.052583,1-28S,138-40E,-1,1
902,March,4,1944,3,1944-03-01,4,Wednesday,1944-03-04,OMINESAN MARU,Tanker,"10,536","5-32N, 109-09E",United States,Submarine,Sunk,Maritime,Submarine,5.32,109.09,4602.97162,5-32N,109-09E,1,1
903,May,4,1944,5,1944-05-01,4,Wednesday,1944-05-04,TOYOHI MARU,Cargo,"6,436","20-51N, 118-02E",United States,Submarine,Sunk,Maritime,Submarine,20.51,118.02,2702.919093,20-51N,118-02E,1,1
904,May,4,1944,5,1944-05-01,4,Wednesday,1944-05-04,SHORYU MARU,Cargo,"6,475","20-48N, 118-03E",United States,Submarine,Sunk,Maritime,Submarine,20.48,118.03,2704.446834,20-48N,118-03E,1,1
905,May,4,1944,5,1944-05-01,4,Wednesday,1944-05-04,EIRYU MARU,Converted Net Tender,758,"7-04N, 129-18E",United States,Submarine,Sunk,Maritime,Submarine,7.04,129.18,3361.035576,7-04N,129-18E,1,1
906,May,4,1944,5,1944-05-01,4,Wednesday,1944-05-04,TAIBU MARU,Cargo,"6,440","20-54N, 118-14E",United States,Submarine*,Sunk,Maritime,Submarine,20.54,118.14,2691.534008,20-54N,118-14E,1,1
907,May,4,1944,5,1944-05-01,4,Wednesday,1944-05-04,TAIYOKU MARU,Cargo,"5,244","20-48N, 118-03E",United States,Submarine*,Sunk,Maritime,Submarine,20.48,118.03,2704.446834,20-48N,118-03E,1,1
908,May,4,1944,5,1944-05-01,4,Wednesday,1944-05-04,KINREI MARU,Cargo,"5,947","20-58N, 117-59E",United States,Submarine*,Sunk,Maritime,Submarine,20.58,117.59,2730.387103,20-58N,117-59E,1,1
909,June,4,1944,6,1944-06-01,4,Wednesday,1944-06-04,KATSUKAWA MARU,Cargo,"6,886","19-35N, 138-43E",United States,Submarine,Sunk,Maritime,Submarine,19.35,138.43,1821.114831,19-35N,138-43E,1,1
910,June,4,1944,6,1944-06-01,4,Wednesday,1944-06-04,HAKUSAN MARU,Transport,"10,380","22-55N, 136-44E",United States,Submarine,Sunk,Maritime,Submarine,22.55,136.44,1494.533804,22-55N,136-44E,1,1
911,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,RYUKO MARU,Cargo,"5,626","27-05N, 142-09E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.05,142.09,987.2680355,27-05N,142-09E,1,1
912,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,UNYO MARU NO 8,Cargo,"1,942","27-05N, 142-09E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.05,142.09,987.2680355,27-05N,142-09E,1,1
913,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,SHIMA MARU,Cargo,"1,987","27-07N, 142-12E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.07,142.12,985.758786,27-07N,142-12E,1,1
914,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,SHINMEI MARU,Cargo,"1,942","27-07N, 142-12E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.07,142.12,985.758786,27-07N,142-12E,1,1
915,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,SHOZUI MARU,Cargo,"2,719","27-07N, 142-12E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.07,142.12,985.758786,27-07N,142-12E,1,1
916,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,TAIKO MARU,Cargo,897,"27-05N, 142-09E",United States,Navy Carrier-Based Aircraft,Sunk,Maritime,Aircraft,27.05,142.09,987.2680355,27-05N,142-09E,1,1
917,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,KYODO MARU NO 28,Cargo,"1,506","20-20N, 114-54E",United States,Submarine,Sunk,Maritime,Submarine,20.2,114.54,2996.504922,20-20N,114-54E,1,1
918,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,TAMA MARU,Passenger-Cargo,"3,052","7-33N, 133-45E",United States,Submarine,Sunk,Maritime,Submarine,7.33,133.45,3216.913484,7-33N,133-45E,1,1
919,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,ASUKAZAN MARU,Cargo,"6,886","35-22N, 125-56E",United States,Submarine,Sunk,Maritime,Submarine,35.22,125.56,1279.804164,35-22N,125-56E,1,1
920,July,4,1944,7,1944-07-01,4,Wednesday,1944-07-04,YAMAOKA MARU,Cargo,"6,932","36-05N, 125-48E",United States,Submarine,Sunk,Maritime,Submarine,36.05,125.48,1279.904657,36-05N,125-48E,1,1
921,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,TONEGAWA MARU,Cargo,"4,996","27-40N, 141-48E",United States,Navy Carrier- Based Aircraft Surface Craft,Sunk,Maritime,Combination,27.4,141.48,937.2247804,27-40N,141-48E,1,1
922,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,ENJU MARU,Passenger-Cargo,"5,374","27-40N, 141-48E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.4,141.48,937.2247804,27-40N,141-48E,1,1
923,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,UNKAI MARU NO 7,Cargo,"2,182","27-40N, 141-48E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.4,141.48,937.2247804,27-40N,141-48E,1,1
924,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,SHOGEN MARU,Cargo,"4,739","27-40N, 141-48E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,27.4,141.48,937.2247804,27-40N,141-48E,1,1
925,August,4,1944,8,1944-08-01,4,Wednesday,1944-08-04,KOSHU MARU,Cargo,"2,612","3-59S, 117-54E",United States,Submarine,Sunk,Maritime,Submarine,-3.59,117.54,4939.173059,3-59S,117-54E,-1,1
926,October,4,1944,10,1944-10-01,4,Wednesday,1944-10-04,TATEISHI MARU,Passenger-Cargo,"3,801","6-10N, 121-20E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,6.1,121.2,3793.6484,6-10N,121-20E,1,1
927,October,4,1944,10,1944-10-01,4,Wednesday,1944-10-04,TAIBIN MARU,Cargo,"6,886","15-26N, 119-49E",United States,Submarine,Sunk,Maritime,Submarine,15.26,119.49,3031.610727,15-26N,119-49E,1,1
928,November,4,1944,11,1944-11-01,4,Wednesday,1944-11-04,KAGU MARU,Passenger-Cargo,"6,806","15-54N, 119-45E",United States,Submarine,Sunk,Maritime,Submarine,15.54,119.45,3009.693156,15-54N,119-45E,1,1
